farm_name,lat,lon
O8tYI,36.41039,-71.16163
YlYjl,35.92084,-71.16078
e2xFU,33.63813,-71.15284
0zt25,34.51577,-71.15149
Lq1Sl,34.19887,-71.14887
jk5yY,36.28096,-71.14641
5Dxu9,33.61306,-71.14592
vPpnB,34.06191,-71.14236
Xwm4y,34.26394,-71.14104
T5LIg,35.75603,-71.13858
LKJLk,34.56504,-71.13817
xerH8,34.68826,-71.1371
9VtfB,35.10584,-71.13617
UCwBE,35.58917,-71.13281
eiBiN,36.6656,-71.13135
EGjE7,36.61703,-71.13075
r523t,35.72397,-71.12895
puJ0S,37.41422,-71.12615
4S3yc,35.22665,-71.12586
Q4Idw,34.60209,-71.12562
agCdx,36.89747,-71.12346
oQBjz,35.63985,-71.12077
ylGMw,35.1657,-71.12021
F3RIZ,36.04473,-71.11712
3n4mz,37.09379,-71.11599
5WdAP,36.49512,-71.11448
gsayH,36.4179,-71.11409
9Ddwt,33.74363,-71.11376
MiXis,37.48759,-71.11372
F5ZBQ,33.59965,-71.11279
ACW4Z,37.29727,-71.10927
GigYW,36.53022,-71.10729
aseV7,34.66826,-71.10579
o5hu9,34.04674,-71.10398
s32KJ,33.72699,-71.10221
sfJyz,36.36132,-71.09949
KJSE6,36.26199,-71.09822
AadyT,33.58236,-71.0928
NiZpr,37.16018,-71.09253
gV5IU,35.89114,-71.0905
r3eCh,33.70216,-71.08778
dghww,34.77438,-71.08389
A4wKz,33.82354,-71.08325
JDrgH,35.11734,-71.08156
Scg2m,35.28014,-71.07681
bZxUC,33.6929,-71.07647
ag1Iz,35.58215,-71.07497
7Vob2,35.04581,-71.07336
0rzPz,34.33628,-71.07313
fzskK,35.06813,-71.07192
2WTnp,36.9828,-71.07136
3enWG,34.61296,-71.07112
BLu9J,36.99764,-71.06915
KLn2l,33.97802,-71.06478
PJsVX,37.0761,-71.0647
6saPf,35.59211,-71.06456
RxN80,36.91183,-71.06422
1oW48,33.55593,-71.06297
d4gqH,36.65619,-71.06145
65nGB,33.71864,-71.05984
G2El3,37.23087,-71.05851
n1V4X,37.35185,-71.05623
9slNh,35.37616,-71.05606
HU9O2,37.16969,-71.05606
hAdjE,36.80577,-71.05487
NfMWZ,37.16873,-71.05264
WI0Fs,33.77664,-71.05229
XEmz6,36.86345,-71.05111
RVaep,36.81228,-71.04831
OxfNZ,34.16386,-71.04639
1Zhov,37.34735,-71.04438
CVuLX,37.23923,-71.04291
su8vd,34.39948,-71.04201
CER9n,37.28695,-71.04035
ByPqe,35.07244,-71.03887
HvBh2,34.62134,-71.03623
Mm9iz,35.02876,-71.03474
1ptaS,34.93246,-71.03462
WQOf4,35.90007,-71.03331
8uNf1,34.65747,-71.0325
2MvUR,35.26683,-71.03191
lmPYC,34.3977,-71.0308
XnRbA,36.79716,-71.03024
MncRg,33.94697,-71.02808
jNDrU,34.24241,-71.02642
mSA4R,36.96507,-71.02587
Drzt1,37.2526,-71.02287
EhBb4,36.94964,-71.0228
UefbK,34.07083,-71.02041
v8HDC,35.90903,-71.01989
vnHdY,35.28645,-71.01843
YfEXC,35.72463,-71.01836
yV5Ht,35.14644,-71.01408
ltoiX,37.06961,-71.01229
m1JjZ,36.49897,-71.01176
PsXmK,35.00208,-71.00667
oGaWP,34.65176,-71.00332
4GqrH,34.38163,-71.00191
oHCCC,35.49792,-71.00161
JJn0W,36.60486,-71.00105
S1K6I,35.44314,-70.99899
rIr0z,34.09774,-70.99855
i0duW,35.97944,-70.99825
FgRP7,34.80248,-70.99667
eNVWx,34.35722,-70.99663
4CruB,36.25178,-70.99008
cMIA7,37.30474,-70.99006
VbFch,33.61841,-70.98849
vhfJW,34.4799,-70.98767
2CyHx,36.09114,-70.98719
h6lxf,33.83006,-70.98524
VX5xz,33.78188,-70.98509
NA8Nw,33.66944,-70.98371
ABeNP,33.70071,-70.98262
yis6H,36.121,-70.97695
cLqOv,34.64077,-70.9764
078Ld,35.24076,-70.97475
asIL6,33.53201,-70.97277
XKBKW,35.91036,-70.965
7Qx6W,35.99228,-70.9644
7dhTL,36.12096,-70.96395
EX9UQ,35.13935,-70.95929
2fQtY,35.87747,-70.95889
vNeUC,37.36338,-70.95635
cr0Dz,35.95001,-70.95509
hSmWs,35.13386,-70.95337
AV4yP,34.36224,-70.95163
NTLMT,33.65597,-70.94981
kci1C,36.50656,-70.94914
rUwIv,36.24394,-70.94788
nE97X,35.45815,-70.94568
kjCxd,35.23773,-70.94384
qNBGk,36.32971,-70.94377
Ifofa,34.39822,-70.94007
oB0wY,33.52847,-70.93976
OcnHU,36.21131,-70.9363
9IrD0,37.08043,-70.93601
ST1Ai,34.86507,-70.93566
NcfU1,34.43681,-70.93453
c5J8Q,34.31729,-70.93349
I6yVj,34.66544,-70.93188
249Sj,37.07617,-70.93117
R3IZ9,36.59425,-70.92759
51KjN,34.95279,-70.92732
Sf24t,36.86266,-70.92531
9Exwr,35.69359,-70.92505
oAuHr,35.08555,-70.92478
ynRlV,36.3956,-70.92396
l33TH,34.12534,-70.92181
gWbon,36.09348,-70.92086
SLBKs,34.77757,-70.92079
yK3p5,37.42867,-70.92038
vzmlK,35.97016,-70.91947
oSRX0,34.09125,-70.91861
76F53,34.26888,-70.91762
BeYLM,36.64262,-70.91749
HPdQL,35.42235,-70.91587
Xq1vQ,35.26055,-70.91569
3Eq3W,36.56357,-70.91461
v4cZt,36.8719,-70.91306
ObaIF,35.74806,-70.91278
HVs1a,35.53374,-70.9123
obXLu,35.15616,-70.91058
UFh7Z,35.85387,-70.90764
ztu49,34.71377,-70.90475
QGrax,36.80598,-70.9014
13nwF,34.00414,-70.90069
4I4BK,35.47166,-70.89664
N2SmS,35.99124,-70.896
cNb0S,37.2079,-70.89414
mbQd4,37.31728,-70.89129
xIpGG,36.44733,-70.88995
JWuRA,34.75117,-70.88889
LLFQP,35.20561,-70.88776
YSt0Y,37.17738,-70.87095
UnCDZ,34.29558,-70.87056
p210e,33.59582,-70.87016
1AWk1,33.52222,-70.86922
0YbB0,36.78302,-70.86863
CtyXl,34.57546,-70.86704
FNOXf,36.28333,-70.86696
GzY5x,35.36659,-70.86626
2okf8,36.39749,-70.86519
xLPIU,36.91473,-70.86378
JFrv3,35.17109,-70.86188
Cy2IS,36.45503,-70.85758
oQJxz,33.50303,-70.85508
34qYP,34.70909,-70.85445
Gyo2K,37.3749,-70.85222
kHrAd,33.73741,-70.85189
cXpdQ,37.46404,-70.8496
R6YoV,33.96173,-70.84954
R8SpY,35.68149,-70.84818
O4hm1,35.55912,-70.84727
ZqdiO,37.17218,-70.84503
lDB3m,37.01818,-70.84143
L0WUf,34.23512,-70.84044
d7rA1,34.44862,-70.83981
gLXs9,34.01169,-70.83814
iuz6E,36.4737,-70.83712
xmazd,37.11338,-70.8354
768oP,35.14988,-70.8307
pxlH7,34.52171,-70.82839
ma2VD,34.0117,-70.82792
xn0kX,35.14227,-70.82607
F3h15,35.79973,-70.82559
n5C8G,34.18776,-70.82481
2o6j7,33.54808,-70.82199
oyukx,33.80105,-70.82165
p0QuV,34.31824,-70.82048
dB2m4,36.82998,-70.82041
CEiXs,34.53703,-70.816
9Zy0L,36.93071,-70.81449
jTV5D,33.65897,-70.81077
OoUWd,37.11946,-70.81076
WJcST,33.69536,-70.80847
icCAH,37.41797,-70.80727
USDEj,33.59399,-70.80699
6GmsA,35.74199,-70.80595
p6v9A,36.67792,-70.80582
z3jSQ,34.61492,-70.80432
WzRfR,36.15566,-70.80252
subiM,37.14438,-70.80129
dNnEx,34.66068,-70.80029
hYz1P,35.3014,-70.79861
ephai,35.99427,-70.79757
91b0O,35.27188,-70.79049
CzZaO,34.70112,-70.78816
YGqBc,35.46563,-70.78577
gysU4,34.82402,-70.78456
XZQ8o,37.44565,-70.78318
bwt6j,34.76344,-70.78258
fRLtK,37.04082,-70.78057
qB8jU,34.42153,-70.77947
T43dB,36.42598,-70.77943
Wb80R,35.08859,-70.77909
0TrEp,34.57436,-70.77688
E4uOT,37.46694,-70.77539
1fWOx,35.73642,-70.77361
otk7F,36.12227,-70.76863
UgnyC,33.62985,-70.76598
nZ5vs,36.44765,-70.76575
6N6TS,36.81059,-70.76439
XaTFm,36.75835,-70.76074
5cNLq,35.88089,-70.75828
ZiDDR,36.05431,-70.75826
yaruA,35.90039,-70.75798
4UX5G,35.19521,-70.75777
ld7IU,36.95936,-70.75656
YNyjW,37.32066,-70.75583
HNutG,37.1475,-70.75502
9E5Qg,36.29397,-70.75423
p5VhC,36.55389,-70.75309
ZU4z3,37.4388,-70.75116
jpZsS,35.21889,-70.75029
uYTZa,36.22724,-70.74901
RkVND,37.2178,-70.74818
vErys,36.09705,-70.74783
w5OGl,36.99489,-70.74361
MFoJQ,37.06046,-70.7389
ETtXM,36.32779,-70.73696
jj9Q7,35.89942,-70.73347
WdKXs,37.25798,-70.73192
pao5F,35.37631,-70.72994
Qa3sl,35.79748,-70.72847
w7DZt,35.73007,-70.72678
CigLC,34.64928,-70.72612
cj7d8,36.52984,-70.7222
wwfqv,36.37547,-70.71664
l2j3x,36.46356,-70.71583
4BS5t,35.89315,-70.71483
5P6e7,33.72893,-70.71482
UCRz5,36.83925,-70.71323
dQ7ST,35.49848,-70.71172
BWalg,36.19348,-70.71145
lHNTn,37.24607,-70.70737
aAdAa,36.95908,-70.70473
osS78,34.22959,-70.70167
lMLiK,37.16095,-70.69981
VMncq,34.63686,-70.69559
8P0Pi,35.61244,-70.69324
IsQTS,34.24232,-70.69276
V5M2T,34.98754,-70.69136
TKtxL,36.58063,-70.69091
jW8MJ,35.69248,-70.68881
Ptp38,37.34896,-70.68714
fyTSL,36.36639,-70.68701
JFo6C,36.53521,-70.68688
U1RRq,33.69473,-70.68382
ZjJ3n,34.2913,-70.68261
Te03l,33.54006,-70.68086
lwpt5,35.4698,-70.68044
IIXHs,33.9499,-70.67922
OMbSF,33.87012,-70.67749
KauPw,36.79378,-70.67731
ZhJBG,34.66226,-70.67668
LelYs,35.49383,-70.67345
SPJ7S,34.0601,-70.67211
qygwW,35.55754,-70.66922
lghPc,34.44087,-70.66827
b6CnK,34.40186,-70.66587
YxoJ8,36.23158,-70.66292
hsTNP,34.44753,-70.65938
D2GaW,36.06006,-70.6556
OR6zd,33.97041,-70.65233
4tFji,33.66458,-70.65232
2iO7g,35.37061,-70.64913
Jq9Iy,36.33178,-70.64889
vN9vZ,35.0444,-70.64794
8gvAS,37.04248,-70.64706
decYH,36.32087,-70.64591
OpOIy,36.89861,-70.6451
ALJjL,35.16262,-70.6446
4vIu5,33.75966,-70.64259
xP6l7,36.14275,-70.64246
EoFcM,33.9944,-70.64175
zSvff,35.5817,-70.63904
DLb86,33.5277,-70.63668
PcXqX,34.14471,-70.63613
wS3U6,37.40707,-70.63434
uJaZK,34.53472,-70.63317
yGF0A,34.87892,-70.63238
lJ7IL,35.67944,-70.63226
OyQId,36.28356,-70.63189
hRSqj,33.84342,-70.63125
83KoJ,36.43125,-70.62901
Wj3V7,36.88406,-70.62753
RTLB6,35.56592,-70.62689
j6XPc,37.00766,-70.62614
s96bL,35.35839,-70.62609
s0iN6,34.69389,-70.62024
pjQfQ,34.68611,-70.62022
PSHpr,34.93632,-70.61901
nARIO,36.84181,-70.61502
OmU8S,37.18602,-70.61425
P0ZME,36.5424,-70.61406
BuuKp,36.50064,-70.61404
5pG1x,37.37509,-70.61398
cZ4YT,36.05688,-70.61268
4pjF7,36.59253,-70.61251
soRa9,34.05138,-70.61191
ybror,35.13038,-70.61069
R6Lw1,33.57974,-70.61059
KFkFQ,36.86367,-70.61006
xBTnf,34.26556,-70.60982
n4n5X,33.8694,-70.60975
TXNwF,37.28815,-70.60954
MSimt,35.84898,-70.6093
oUWIc,35.90022,-70.60816
O0eTT,35.73904,-70.60773
3JsYa,33.65177,-70.60675
HDX5a,33.51734,-70.60616
rI4qz,33.64256,-70.60436
FOW2l,34.34144,-70.602
HisaO,36.04761,-70.59849
n3tCu,34.06054,-70.59691
Ff0Wo,36.68575,-70.59645
Y5LaL,35.45772,-70.59613
F6a4N,35.1454,-70.59599
L3vQj,34.20166,-70.59493
RLZW5,37.43569,-70.59198
H67p2,33.71654,-70.59116
CSzuU,35.15185,-70.58753
PAr11,34.15609,-70.58719
9lPBm,33.99716,-70.58364
KKguK,36.63844,-70.58291
QiqCJ,34.04933,-70.58186
jhdhk,37.30437,-70.58106
e3B3G,34.15218,-70.57568
ihayw,34.01243,-70.57518
Ev1Bw,34.7126,-70.57481
cKXX4,36.19936,-70.57478
9QYAy,34.84473,-70.57205
DLlrt,35.57294,-70.56848
CDAXA,37.36616,-70.56845
iXAbm,33.9603,-70.56548
0UuvN,35.63778,-70.56474
KbKlt,35.13402,-70.56358
DjkyT,34.47789,-70.56321
3CgNr,37.16233,-70.56232
nshfQ,33.82117,-70.55865
iN3ou,37.46317,-70.55607
RvdoW,37.12566,-70.55472
4UJ04,36.84329,-70.55394
aKsq0,36.12825,-70.55318
7HvBS,36.301,-70.5503
GScTy,33.63669,-70.54951
Rsfkp,36.30456,-70.54624
mhiGk,35.91264,-70.54599
gCBrg,35.95033,-70.54432
vYYvQ,33.72077,-70.54428
8qyFd,34.2436,-70.54244
tl1Im,35.4304,-70.5411
WTj6h,34.26333,-70.53711
KV8yi,36.44997,-70.53616
G3UYm,34.87091,-70.53526
QziE8,34.81079,-70.53427
1I66d,33.67479,-70.53217
npJXG,35.9871,-70.53121
8N6Xe,36.9357,-70.52842
W0VNj,36.50041,-70.52713
P2aE5,36.47285,-70.52558
JNmHe,34.54255,-70.52466
w1JTL,34.51055,-70.52239
SK7Oj,34.08605,-70.52237
OvBDh,33.55215,-70.52107
C2RRQ,33.54876,-70.51992
dIs0C,36.51938,-70.51788
jeX7W,36.14743,-70.51612
afGJy,37.49016,-70.51419
d9zhz,35.53672,-70.51368
WKulV,35.86731,-70.51179
WRzqY,36.03803,-70.51178
Kqxhk,34.18676,-70.51019
M1Ilk,34.54033,-70.50843
XD35D,34.96578,-70.50837
rbXUO,36.68079,-70.50831
k6tWD,33.9392,-70.50789
M3cbX,35.16041,-70.507
2Pqd8,36.03882,-70.5066
3SUXR,36.53206,-70.50013
aazlT,36.99949,-70.49887
4SOZX,36.74043,-70.49731
w2s1z,37.38518,-70.49615
5BJs0,34.49412,-70.49571
tAp41,33.9175,-70.49497
4knVl,35.68866,-70.49491
4z36z,34.01277,-70.49397
WJUBg,34.50692,-70.49297
ZXFZP,35.62152,-70.49221
jW3sh,35.02298,-70.49143
DEcwW,34.20115,-70.48847
LFUYg,33.6311,-70.48759
bRKch,37.4272,-70.48725
wibnB,35.77574,-70.4847
KDqa5,36.56965,-70.48379
ILVsC,34.57264,-70.48374
LZ9Ss,36.15745,-70.48299
sLgHW,34.94041,-70.48254
MFfJT,36.52526,-70.48205
70lYU,36.95065,-70.48143
UNTH0,35.25033,-70.48103
qhbuj,37.29258,-70.47426
u9biU,35.66844,-70.47371
KdrpK,34.66802,-70.4714
eqeLG,36.36267,-70.46943
Fqayk,34.24791,-70.46741
RtsCB,37.18267,-70.46311
8abTp,36.8291,-70.46178
B8jPB,34.2945,-70.46128
QOmKA,34.44094,-70.46114
erl5s,35.88075,-70.46107
ZTOVb,35.60756,-70.46071
GRTkp,35.75547,-70.45782
p1I7Q,36.54719,-70.45724
IbwAf,34.44744,-70.45389
9FsS8,34.76175,-70.45315
fAdiQ,36.76771,-70.45205
jko0R,37.06284,-70.44743
Yl1Vv,34.23933,-70.44547
h5bKq,36.54857,-70.44406
1kznj,33.57038,-70.44348
8SLSI,35.18044,-70.44015
PVr73,35.42352,-70.43972
FTs8B,33.79435,-70.43868
ZP5hv,35.41447,-70.43828
bb5Kl,36.39983,-70.43754
7365V,34.12399,-70.43738
AhZu1,37.29799,-70.43639
A91Gl,36.28201,-70.43609
2htE9,35.1775,-70.43513
RYk5v,34.95291,-70.43404
bruqX,37.00017,-70.43159
DPyv8,34.99659,-70.43126
BIpe0,36.45573,-70.43009
8NQAI,36.23847,-70.42972
OYN3w,35.15206,-70.42663
gK3QH,35.5287,-70.42508
yne6O,35.00057,-70.42289
DgxgF,34.76417,-70.42063
fraiI,33.7694,-70.41904
Z76fQ,36.02901,-70.41883
N5gkU,33.86767,-70.41873
ofXve,34.0023,-70.41751
RRgII,35.24016,-70.41686
R4etP,34.50673,-70.41677
z3wzZ,35.83778,-70.41557
Vls8Y,33.78938,-70.41521
QqceT,36.80994,-70.41038
sLQyD,34.79443,-70.40849
Ra45V,35.25841,-70.40815
fGIR1,36.06721,-70.40668
gar7P,37.11327,-70.40527
NQA1P,33.77609,-70.40388
V5cRX,36.1952,-70.40362
HN05b,36.71036,-70.40297
b2KbO,36.57312,-70.40288
5jGWV,34.52344,-70.40134
CzPxP,35.0263,-70.39999
MsSNx,33.50269,-70.39363
CfDbX,33.63133,-70.39112
PI6G2,33.77938,-70.39025
F1cS9,34.05201,-70.38872
JUBXK,36.28125,-70.38556
V3v33,36.65955,-70.38409
MG6kD,34.69946,-70.38083
PT8tc,34.85604,-70.37945
ydW2V,36.13404,-70.37772
Wzfbl,35.27956,-70.37702
UbmXj,36.40332,-70.37438
o40QY,35.98327,-70.3741
iYkCB,36.76081,-70.37056
DDPK4,36.35599,-70.36957
LTV59,37.41926,-70.36467
1bSrk,35.05936,-70.36214
0IhV5,36.18118,-70.36206
co2Sj,33.51638,-70.36188
QAM0V,35.64829,-70.36185
ffrkw,35.7466,-70.36165
HAr7z,36.42808,-70.36103
Yd3Iu,35.78617,-70.36018
IsENn,34.95014,-70.35813
hNp8R,37.42601,-70.35552
Mi135,34.65474,-70.3542
HYk9f,36.35524,-70.35288
sZ160,34.39754,-70.35092
0TYYi,36.37098,-70.3496
PD06Y,34.89312,-70.34905
C08jS,35.21839,-70.34773
jc3LJ,33.78845,-70.34711
acnc1,36.32017,-70.34098
gMqTC,36.28555,-70.3381
Y6tWx,34.7327,-70.33721
bbBzf,36.51091,-70.3361
E2ZF1,36.06098,-70.33583
5QQ5m,35.76919,-70.33515
FYGEA,36.04663,-70.33462
Lee7H,33.64234,-70.3329
HyBQV,34.25556,-70.33208
wuxpO,35.16752,-70.33151
fQdCq,35.25058,-70.33125
hb1Dv,34.57056,-70.32947
mSWFq,33.87569,-70.3286
wCRld,35.35578,-70.32777
t8h6p,36.80799,-70.3266
qeZgG,33.52983,-70.32575
JAWW1,36.5605,-70.32254
CWQWJ,33.83782,-70.32175
omDDS,37.47211,-70.32004
ZRYIv,35.9996,-70.31831
Aouyg,35.04486,-70.31815
gzGdk,33.68758,-70.31797
9wIwR,34.77099,-70.31702
1prS7,36.87062,-70.31631
MZOXN,33.87201,-70.31584
911zV,36.54262,-70.3158
gEFSR,34.09078,-70.31495
ItyZj,35.2004,-70.31467
uxIuK,36.17633,-70.31377
WREsd,36.28028,-70.31273
AYPI2,34.68728,-70.31145
ebmgr,36.16887,-70.30755
KvxA3,36.98689,-70.30753
Kkj8O,36.68802,-70.30743
dzcD7,37.3881,-70.30533
Z7ddW,35.92345,-70.30516
pBvkz,36.44355,-70.3048
Ktav4,36.71974,-70.30295
wIYte,35.12353,-70.30138
IX3Og,34.41666,-70.3013
ygvJT,36.30253,-70.3003
uR6FB,36.53697,-70.29247
FZZ0j,34.64773,-70.2909
xaNpX,35.91845,-70.28652
cwmfF,37.03531,-70.2857
QRw6b,37.43761,-70.28507
9uPPd,35.25976,-70.28361
hIK0e,35.50203,-70.28312
QVNwv,34.43755,-70.27884
y4JvU,35.55473,-70.27733
qJT1g,34.20306,-70.27459
MKshu,36.10799,-70.27272
Ba73f,34.9689,-70.27248
Gxvfo,36.46503,-70.27224
1eOsQ,33.85308,-70.27136
4Wndv,34.44423,-70.26952
DNZPx,33.87438,-70.26601
XgxsX,33.96406,-70.26384
uixy5,35.51176,-70.26154
00B1H,33.96363,-70.26029
6CG1V,34.79908,-70.25779
4KXhA,34.80637,-70.25768
6PQaj,35.82071,-70.25743
Ioy8h,34.10348,-70.25673
a3rFH,35.24021,-70.25506
tGBng,36.94031,-70.25097
0mR3v,33.99328,-70.24854
oqPgi,35.2292,-70.24356
acRXI,34.45585,-70.24322
DQyT9,35.40651,-70.24293
O17Y0,34.43511,-70.24205
YZGtr,35.88777,-70.24201
bnADt,35.33405,-70.23861
ZZG4z,35.70902,-70.23732
P3tUS,36.00464,-70.2344
peo5d,35.93769,-70.23291
5zhlF,33.70974,-70.232
HOo0X,33.89116,-70.23143
5PtAJ,34.8984,-70.23097
WjuAU,36.47607,-70.23084
B3K87,34.96312,-70.23017
yWAt5,33.93622,-70.23007
UCNev,36.66044,-70.22804
rTZZZ,35.47559,-70.22669
Qhuyi,36.09903,-70.22386
RCKUH,34.7176,-70.2225
s1UxJ,34.81022,-70.22245
2QIUa,36.44406,-70.22197
Zsh4o,35.60476,-70.22075
gDG26,37.17918,-70.21993
y22E2,34.44561,-70.21893
zbSgK,34.31807,-70.21342
q3aZN,37.30189,-70.20904
4mQ0f,34.89013,-70.20789
x7qTK,36.54428,-70.20506
AYSMw,36.76714,-70.20367
zgBro,37.44008,-70.20209
BNxjH,35.42486,-70.20197
BjDdg,33.84988,-70.20077
CkBAI,35.253,-70.20032
rjLif,33.70864,-70.19601
Q4sDb,33.56285,-70.19416
BZTKG,35.51949,-70.19358
CGmJI,35.18688,-70.19139
4nRRc,37.29182,-70.18846
5BJa5,34.20238,-70.18746
OAmlZ,34.88055,-70.18428
0Ujhu,35.15269,-70.18271
UUIL1,37.26492,-70.17948
yVCj3,35.38655,-70.17894
eyRjY,33.87522,-70.17677
IE6gd,35.82902,-70.17502
OcdBj,34.11902,-70.17434
2PYwE,34.15639,-70.1712
fL2v8,36.92128,-70.17082
QQzOe,35.21118,-70.17042
dNCLD,33.51409,-70.16858
1sGvv,35.15597,-70.16825
PLBab,33.91455,-70.16807
4vIoE,35.78365,-70.16798
gIPyS,35.27607,-70.16793
HWnZt,37.19616,-70.16553
I87Ax,36.26926,-70.16523
Potrq,37.25986,-70.16505
SgSRn,37.26655,-70.16331
yZgdf,37.23601,-70.15983
unexu,35.87496,-70.15756
2nlAT,34.74143,-70.15695
r3fPz,35.94138,-70.15551
A51od,36.97348,-70.15529
dlNKj,34.60848,-70.15254
0SlLy,37.33927,-70.15239
BrTxh,35.25829,-70.15224
RBeGq,36.96381,-70.15059
d1hxU,34.16126,-70.1498
jPkLP,34.46781,-70.14922
IuyR6,34.27789,-70.14821
BzGWk,33.9164,-70.14806
DBViv,35.6343,-70.14738
xkpXA,35.26761,-70.14456
jVcTm,36.07103,-70.14389
GTNtz,33.7999,-70.14313
wvLUX,36.71369,-70.14157
Stfrt,36.43725,-70.14093
Xs9cP,37.29434,-70.14004
dQ4gQ,35.52165,-70.13825
0zTK9,35.4562,-70.13695
72n3x,35.85069,-70.13302
FMDHt,37.38975,-70.13276
PutYi,36.49042,-70.1327
67RqA,34.57525,-70.132
9fUZc,34.09953,-70.13014
SqbiO,35.68867,-70.12908
3GtN4,35.4315,-70.12106
plT05,35.32989,-70.1202
FVL83,36.04343,-70.11931
VkKWS,36.84118,-70.11742
iVZw1,36.85029,-70.1169
oZDZG,35.46048,-70.11578
GZlnj,35.31725,-70.11254
XAu2t,37.28285,-70.11117
5TOpo,37.45127,-70.10891
1cVIN,37.03318,-70.10811
DI43j,36.32955,-70.10757
GVjeT,33.538,-70.10738
0e0BR,37.18029,-70.10298
VpP9z,36.40229,-70.10184
J8xpn,34.87212,-70.09814
OlNGz,35.98206,-70.09786
dDFj6,34.8694,-70.09759
uLdLU,36.55603,-70.09652
N9Udj,37.46191,-70.09644
c3cZv,37.40431,-70.09581
JHYSu,34.84812,-70.09527
LgPTo,33.69926,-70.09467
DSGZr,34.02753,-70.09331
mgjBp,34.55169,-70.09018
2uSlu,34.39035,-70.09018
JBWa9,36.45359,-70.08995
MAXwW,37.46358,-70.08882
d3YUT,36.17372,-70.08654
xujof,36.61862,-70.0835
xawaU,34.44623,-70.08251
NnnhG,34.96406,-70.08224
TKtRE,37.09493,-70.08211
LaMJx,34.39772,-70.0791
UCC2j,33.90561,-70.0777
m6CNs,35.07857,-70.07536
O0gQ0,34.29243,-70.07511
vKqtV,37.04341,-70.07454
GnqhA,34.2603,-70.07106
AZYvn,37.15257,-70.06812
TyHlx,36.26011,-70.06698
R22u9,36.11639,-70.06686
H4RFY,35.0665,-70.06471
74jSb,35.1176,-70.06432
NCNQx,36.51437,-70.06227
urgTv,34.51855,-70.06152
dxg8L,35.99767,-70.06119
Td9gW,35.18333,-70.06112
qF1Sg,36.4868,-70.06093
FTATc,34.35598,-70.06032
fsCdu,34.85401,-70.05599
7Q7vF,37.16728,-70.05482
uoG1F,37.23429,-70.04949
7je7i,34.57647,-70.04899
3nYcF,33.54113,-70.04626
KoU92,37.2362,-70.04579
D2aq7,34.16998,-70.0456
crQSn,33.51051,-70.04518
GxJvF,35.03386,-70.04317
SiSc3,36.70967,-70.04308
NTWML,36.53702,-70.04185
3BVWb,34.51929,-70.03896
PxuqU,35.35905,-70.03796
gw7lO,36.38971,-70.03765
Z5rJs,34.11629,-70.03752
QVjqd,33.54594,-70.03384
FY6qm,34.38135,-70.03229
rpFPZ,35.82061,-70.03186
miwGO,34.87277,-70.03154
mWW8c,33.75789,-70.02841
M1hfP,33.95403,-70.02631
5PGxC,34.70269,-70.02604
gBuEq,35.16166,-70.02439
pwdD9,35.59572,-70.02321
KwXqG,35.30232,-70.02307
k3V6D,37.17544,-70.02167
VHnDn,35.91792,-70.01891
FRFI0,33.78886,-70.01854
LT7nC,36.51546,-70.01623
gRS5Q,35.29494,-70.01486
d2RFN,36.58383,-70.01475
DQGa0,34.91883,-70.01451
lBeKg,34.66135,-70.01338
WJuhF,33.75118,-70.00363
l2fph,36.0547,-70.00164
DeOpO,35.50144,-70.00018